role,job_title,company,location,experience,salary,skills,posted_date,exp_min,exp_max,exp_avg,min_sal,max_sal,sal_avg_lpa,skills_list,skills_normalized
Data Analyst,Data Analyst,Eurofins,Bengaluru,3-6 Yrs,,"dashboards, sql, data warehousing concepts, etl, crm, microsoft power bi, data analysis, data management",6 days ago,3.0,6.0,4.5,,,,"['dashboards', 'sql', 'data warehousing concepts', 'etl', 'crm', 'power bi', 'data analysis', 'data management']","dashboards, sql, data warehousing concepts, etl, crm, power bi, data analysis, data management"
Data Analyst,Data Analyst,Kalamandir Jewellers,Surat,1-4 Yrs,,"Conditional Formatting, Advanced Excel, MIS Reporting, VLOOKUP, Dashboards, MIS Preparation, Formulas, Tableau",1 day ago,1.0,4.0,2.5,,,,"['conditional formatting', 'advanced excel', 'mis reporting', 'vlookup', 'dashboards', 'mis preparation', 'formulas', 'tableau']","conditional formatting, advanced excel, mis reporting, vlookup, dashboards, mis preparation, formulas, tableau"
Data Analyst,Data Analyst,Abiomed,Pune,4-7 Yrs,,"digital, python, data analysis, supply chain, kpi, business reporting, business solutions, matrix",1 day ago,4.0,7.0,5.5,,,,"['digital', 'python', 'data analysis', 'supply chain', 'kpi', 'business reporting', 'business solutions', 'matrix']","digital, python, data analysis, supply chain, kpi, business reporting, business solutions, matrix"
Data Analyst,Data Analyst,Cargill,Gurugram,6-10 Yrs,,"digital, data analysis, data management, data validation, data manipulation, data integrity, process improvement, data collection",2 days ago,6.0,10.0,8.0,,,,"['digital', 'data analysis', 'data management', 'data validation', 'data manipulation', 'data integrity', 'process improvement', 'data collection']","digital, data analysis, data management, data validation, data manipulation, data integrity, process improvement, data collection"
Data Analyst,Data Analyst,Augmont Goldtech,,,,"Tableau, SQL, Power Bi, A/B testing, ETL, Looker, Python, Data analysis",1 day ago,,,,,,,"['tableau', 'sql', 'power bi', 'a', 'b testing', 'etl', 'looker', 'python', 'data analysis']","tableau, sql, power bi, a, b testing, etl, looker, python, data analysis"
Data Analyst,Data Analyst,Tech SMCSquared GCC,Bengaluru,6-9 Yrs,,"BPO, Data analysis, Automation, Business analytics, Analytical, Consulting, Market research, data visualization",5 days ago,6.0,9.0,7.5,,,,"['bpo', 'data analysis', 'automation', 'business analytics', 'analytical', 'consulting', 'market research', 'data visualization']","bpo, data analysis, automation, business analytics, analytical, consulting, market research, data visualization"
Data Analyst,Data Analyst,Service based Top B2C/B2B MNC in Analytics Domain,Hybrid - Gurugram,3-8 Yrs,,"Data Analyst, SQL, Python, Data, Data analysis",1 day ago,3.0,8.0,5.5,,,,"['data analyst', 'sql', 'python', 'data', 'data analysis']","data analyst, sql, python, data, data analysis"
Data Analyst,Data Analyst - C2H,Leading Client,Hybrid - Hyderabad,6-9 Yrs,,"sql, database design, etl, python, presentation skills, schema, mob, surfing",1 day ago,6.0,9.0,7.5,,,,"['sql', 'database design', 'etl', 'python', 'presentation skills', 'schema', 'mob', 'surfing']","sql, database design, etl, python, presentation skills, schema, mob, surfing"
Data Analyst,Data Analyst,Tarento Technologies,Bengaluru,3-4 Yrs,,"Computer science, ERP, Automation, Data structures, Healthcare, Data quality, Informatica, Analytics",6 days ago,3.0,4.0,3.5,,,,"['computer science', 'erp', 'automation', 'data structures', 'healthcare', 'data quality', 'informatica', 'analytics']","computer science, erp, automation, data structures, healthcare, data quality, informatica, analytics"
Data Analyst,Data Analyst,Rodic Consultants,Mumbai,5-6 Yrs,,"advanced analytics, python, data analysis, bi, data warehousing, power bi, microsoft azure, dashboards",1 day ago,5.0,6.0,5.5,,,,"['advanced analytics', 'python', 'data analysis', 'bi', 'data warehousing', 'power bi', 'azure', 'dashboards']","advanced analytics, python, data analysis, bi, data warehousing, power bi, azure, dashboards"
Data Analyst,Data Analyst,Acciojob,Hyderabad,0-2 Yrs,12-20 Lacs PA,"Cdc, Data Analysis, Spark, SQL, Python, Analysis, Data",1 week ago,0.0,2.0,1.0,12.0,20.0,16.0,"['cdc', 'data analysis', 'spark', 'sql', 'python', 'analysis', 'data']","cdc, data analysis, spark, sql, python, analysis, data"
Data Analyst,Data Analyst,ti Steps,"Hyderabad, Chennai, Bengaluru",0-2 Yrs,3-4 Lacs PA,"Power Bi, Tableau, Data Analytics, SQL, Python, Excel, Statistics, Data analysis",3 weeks ago,0.0,2.0,1.0,3.0,4.0,3.5,"['power bi', 'tableau', 'data analytics', 'sql', 'python', 'excel', 'statistics', 'data analysis']","power bi, tableau, data analytics, sql, python, excel, statistics, data analysis"
Data Analyst,Data Analyst,Karmanx,Bengaluru,0-1 Yrs,,"Analytical skills, Data analysis, data science, Data modeling, HTML, Data analytics, Data Analyst, Mathematics",3+ weeks ago,0.0,1.0,0.5,,,,"['analytical skills', 'data analysis', 'data science', 'data modeling', 'html', 'data analytics', 'data analyst', 'mathematics']","analytical skills, data analysis, data science, data modeling, html, data analytics, data analyst, mathematics"
Data Analyst,Six Months Contract Role- Data Analyst,Egon Zehnder Information And Research Services Pvt Ltd.,Gurugram,0-1 Yrs,,"Communication Skills, Aptitude, Advanced Excel, Data, Excel, Contracts, Data analysis, Six",1 week ago,0.0,1.0,0.5,,,,"['communication skills', 'aptitude', 'advanced excel', 'data', 'excel', 'contracts', 'data analysis', 'six']","communication skills, aptitude, advanced excel, data, excel, contracts, data analysis, six"
Data Analyst,Data Analyst,Barclays,Pune,2-7 Yrs,,"data cleansing, Analyst, Administration, Business objects, SAS, Analytical, Data quality, Stakeholder management",6 days ago,2.0,7.0,4.5,,,,"['data cleansing', 'analyst', 'administration', 'business objects', 'sas', 'analytical', 'data quality', 'stakeholder management']","data cleansing, analyst, administration, business objects, sas, analytical, data quality, stakeholder management"
Data Analyst,Data Analyst,Sutara Learning Foundation,Bengaluru(Bannerghatta Road),0-1 Yrs,,"Power Bi, Data Analysis, Tableau, Data Analytics, SQL, s, data, Bigquery",3 weeks ago,0.0,1.0,0.5,,,,"['power bi', 'data analysis', 'tableau', 'data analytics', 'sql', 's', 'data', 'bigquery']","power bi, data analysis, tableau, data analytics, sql, s, data, bigquery"
Data Analyst,Data Analyst - L4,Wipro,Bengaluru,5-8 Yrs,,"data analysis, data mining, data warehousing, informatica, data integration, python, data validation, business analytics",1 week ago,5.0,8.0,6.5,,,,"['data analysis', 'data mining', 'data warehousing', 'informatica', 'data integration', 'python', 'data validation', 'business analytics']","data analysis, data mining, data warehousing, informatica, data integration, python, data validation, business analytics"
Data Analyst,Data Analyst,Leading Client,"Mumbai, Gurugram, Bengaluru",1-6 Yrs,,"data analysis, power bi, market research, sql, tableau, digital marketing, python, project management",1 week ago,1.0,6.0,3.5,,,,"['data analysis', 'power bi', 'market research', 'sql', 'tableau', 'digital marketing', 'python', 'project management']","data analysis, power bi, market research, sql, tableau, digital marketing, python, project management"
Data Analyst,Data Analyst,Ascend Capital,Jaipur,1-3 Yrs,2.5-5 Lacs PA,"Advanced Excel, Pivot Table, Report Automation, Automation, Data Manipulation, Formulas, Conditional Formatting, SQL Queries",4 days ago,1.0,3.0,2.0,2.5,5.0,3.75,"['advanced excel', 'pivot table', 'report automation', 'automation', 'data manipulation', 'formulas', 'conditional formatting', 'sql queries']","advanced excel, pivot table, report automation, automation, data manipulation, formulas, conditional formatting, sql queries"
Data Analyst,Data Analyst || Hyderabad || Night Shift,Wsne Consulting,Hyderabad,3-8 Yrs,4-8.5 Lacs PA,"Data Analysis, Excel, Snowflake, Advanced Excel, Tableau, Data Analytics, DA, SQL",5 days ago,3.0,8.0,5.5,4.0,8.5,6.25,"['data analysis', 'excel', 'snowflake', 'advanced excel', 'tableau', 'data analytics', 'da', 'sql']","data analysis, excel, snowflake, advanced excel, tableau, data analytics, da, sql"
Data Analyst,Data Analyst,Acesoft,Hybrid - Bengaluru,3-7 Yrs,,"Dataikue, Python, SQL, Data, Data analysis",6 days ago,3.0,7.0,5.0,,,,"['dataikue', 'python', 'sql', 'data', 'data analysis']","dataikue, python, sql, data, data analysis"
Data Analyst,Data Analyst || Team Lead || Hyderabad || Night Shift,MNC,Hyderabad,5-10 Yrs,7-13 Lacs PA,"data analyst, Excel, Data Analysis, Advanced Excel, Tableau, Data Analytics, DA, SQL",4 days ago,5.0,10.0,7.5,7.0,13.0,10.0,"['data analyst', 'excel', 'data analysis', 'advanced excel', 'tableau', 'data analytics', 'da', 'sql']","data analyst, excel, data analysis, advanced excel, tableau, data analytics, da, sql"
Data Analyst,Data Analyst,Wipro,"Hybrid - Hyderabad, Bengaluru",5-7 Yrs,,"Tableau, AWS, Python, SQL, Data Visualization, Data, Data analysis",1 week ago,5.0,7.0,6.0,,,,"['tableau', 'aws', 'python', 'sql', 'data visualization', 'data', 'data analysis']","tableau, aws, python, sql, data visualization, data, data analysis"
Data Analyst,Space Data Analyst,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,Bengaluru,2-5 Yrs,,"data analysis, data management, tririga, hrsd, tableau, python, real estate, machine learning",2 weeks ago,2.0,5.0,3.5,,,,"['data analysis', 'data management', 'tririga', 'hrsd', 'tableau', 'python', 'real estate', 'machine learning']","data analysis, data management, tririga, hrsd, tableau, python, real estate, machine learning"
Data Analyst,Data Analyst (IoT),Log9 Materials,Bengaluru,0-6 Yrs,,"SAS, big data analytics, Data Analyst, Customer service, Business intelligence, Macros, Analytics, Reporting tools",3+ weeks ago,0.0,6.0,3.0,,,,"['sas', 'big data analytics', 'data analyst', 'customer service', 'business intelligence', 'macros', 'analytics', 'reporting tools']","sas, big data analytics, data analyst, customer service, business intelligence, macros, analytics, reporting tools"
Data Analyst,Data Analyst,Leading Client,Hybrid - Bengaluru,3-5 Yrs,,"Data Analysis, Power BI, Microsoft Fabric, Dashboard development, Data modeling, Salesforce data models, Data engineering, schema design",5 days ago,3.0,5.0,4.0,,,,"['data analysis', 'power bi', 'fabric', 'dashboard development', 'data modeling', 'salesforce data models', 'data engineering', 'schema design']","data analysis, power bi, fabric, dashboard development, data modeling, salesforce data models, data engineering, schema design"
Data Analyst,Data Analyst,Manpower group Services India,"Noida, Gurugram, Delhi / NCR",6-11 Yrs,,"Power Bi, VBA, ETL, SQL, Python, Data Analysis, Data Visualization, Advanced Excel",5 days ago,6.0,11.0,8.5,,,,"['power bi', 'vba', 'etl', 'sql', 'python', 'data analysis', 'data visualization', 'advanced excel']","power bi, vba, etl, sql, python, data analysis, data visualization, advanced excel"
Data Analyst,Data Governance Analyst,Leading Client,Hyderabad,9-14 Yrs,,"metadata, data analysis, sql, data quality, data governance, python, data analytics, data mining",2 days ago,9.0,14.0,11.5,,,,"['metadata', 'data analysis', 'sql', 'data quality', 'data governance', 'python', 'data analytics', 'data mining']","metadata, data analysis, sql, data quality, data governance, python, data analytics, data mining"
Data Analyst,Guidewire Data Analyst,Zensar,"Hybrid - Hyderabad, Pune, Bengaluru",7-12 Yrs,,"Data Warehousing, guidewire data analyst, GW Data Analyst, guidewire data models, Guidewire, ETL, Data analysis, Warehouse",Just now,7.0,12.0,9.5,,,,"['data warehousing', 'guidewire data analyst', 'gw data analyst', 'guidewire data models', 'guidewire', 'etl', 'data analysis', 'warehouse']","data warehousing, guidewire data analyst, gw data analyst, guidewire data models, guidewire, etl, data analysis, warehouse"
Data Analyst,"Data Analyst (NetSuite, Workday, Snowflake)",Leading Client,"Hybrid - Kolkata, Pune, Chennai",5-10 Yrs,,"NetSuite, BI tools, ERP transition, Snowflake, R Language, Data Analysis, Workday, SQL",5 days ago,5.0,10.0,7.5,,,,"['netsuite', 'bi tools', 'erp transition', 'snowflake', 'r language', 'data analysis', 'workday', 'sql']","netsuite, bi tools, erp transition, snowflake, r language, data analysis, workday, sql"
Data Analyst,Data Analyst,Deloitte Consulting,Hybrid - Hyderabad,3-6 Yrs,5-11 Lacs PA,"Advanced Excel, Tableau, Tableau Data Analyst, Tableau Reporting, Data Analyst, Data, Data analysis, Reporting",2 weeks ago,3.0,6.0,4.5,5.0,11.0,8.0,"['advanced excel', 'tableau', 'tableau data analyst', 'tableau reporting', 'data analyst', 'data', 'data analysis', 'reporting']","advanced excel, tableau, tableau data analyst, tableau reporting, data analyst, data, data analysis, reporting"
Data Analyst,DATA ANALYST,Brain Insight,"Atpadi, Vellore",0-1 Yrs,,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,0.0,1.0,0.5,,,,"['master data', 'metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration']","master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst,Data Analyst,Larsen & Toubro (L&T),Pune,3-4 Yrs,,"Tableau, Power Bi, SQL programming, ML modelling, Python, SQL, Data, Modeling",2 weeks ago,3.0,4.0,3.5,,,,"['tableau', 'power bi', 'sql programming', 'ml modelling', 'python', 'sql', 'data', 'modeling']","tableau, power bi, sql programming, ml modelling, python, sql, data, modeling"
Data Analyst,Data Analyst - L3,Wipro,Hyderabad,3-5 Yrs,,"data mining, business analytics, dashboards, sales, reporting tools, python, data validation, pivot table",2 weeks ago,3.0,5.0,4.0,,,,"['data mining', 'business analytics', 'dashboards', 'sales', 'reporting tools', 'python', 'data validation', 'pivot table']","data mining, business analytics, dashboards, sales, reporting tools, python, data validation, pivot table"
Data Analyst,Data Analyst,Creoquad,Hyderabad,1-3 Yrs,,"Sales, Data Analyst, Analyst 1, Data, Data analysis",2 days ago,1.0,3.0,2.0,,,,"['sales', 'data analyst', 'analyst 1', 'data', 'data analysis']","sales, data analyst, analyst 1, data, data analysis"
